player_name,exp_whiff_rate,n,exp_whiff_rate_FF,exp_whiff_rate_SI,exp_whiff_rate_SL,exp_whiff_rate_CH,exp_whiff_rate_CU,exp_whiff_rate_FC,n_FF,n_SI,n_SL,n_CH,n_CU,n_FC,f_p_str,exp_HR_rate,n1,exp_HR_rate_FF,exp_HR_rate_SI,exp_HR_rate_SL,exp_HR_rate_CH,exp_HR_rate_CU,exp_HR_rate_FC,n_FF1,n_SI1,n_SL1,n_CH1,n_CU1,n_FC1
Sergio Romo,0.23937499999999998,160,0.08,0.07,0.3,0.19,0,0,11,24,109,16,0,0,0.6818181818181818,0.029770114942528732,87,0.06,0.03,0.02,0.05,0,0,9,16,51,11,0,0
Aaron Civale,0.2391360294117647,544,0.26,0.13,0.26,0.26,0.33,0.24,14,133,59,41,132,165,0.6273885350318471,0.03067092651757189,313,0.05,0.04,0.02,0.02,0.02,0.03,9,110,37,18,52,87
Kirby Yates,0.2391304347826087,46,0.18,0,0,0.34,0,0,29,0,0,17,0,0,0.68,0.048,25,0.06,0,0,0.03,0,0,15,0,0,10,0,0
Matt Foster,0.23900473933649288,211,0.19,0,0.31,0.3,0,0,118,0,11,82,0,0,0.6513761467889908,0.048532110091743116,109,0.05,0,0.03,0.05,0,0,62,0,8,39,0,0
Keegan Akin,0.23886178861788618,246,0.21,0,0.27,0.31,0.27,0,161,0,13,50,22,0,0.5384615384615384,0.05239316239316239,117,0.06,0,0.02,0.05,0.03,0,75,0,9,23,10,0
Kyle Freeland,0.23849129593810445,517,0.15,0.14,0.3,0.25,0.26,0,79,52,133,151,102,0,0.5686274509803921,0.030098360655737705,305,0.04,0.04,0.04,0.02,0.02,0,42,42,70,85,66,0
Deolis Guerra,0.23846153846153847,65,0.07,0,0.37,0.32,0.42,0,23,0,5,35,2,0,0.5555555555555556,0.041666666666666664,36,0.06,0,0.04,0.03,0,0,13,0,3,20,0,0
Nick Pivetta,0.23823529411764705,136,0.17,0,0.37,0.29,0,0,76,0,26,34,0,0,0.6619718309859155,0.04873239436619719,71,0.06,0,0.02,0.05,0.04,0,40,0,11,4,16,0
Andrew Chafin,0.23821917808219178,73,0.13,0.15,0.43,0,0,0,28,20,25,0,0,0,0.4883720930232558,0.02909090909090909,44,0.03,0.02,0.04,0,0,0,18,15,11,0,0,0
Will Harris,0.23809248554913293,173,0.13,0,0,0,0.44,0.19,3,0,0,0,34,136,0.6190476190476191,0.028095238095238093,84,0.04,0,0,0,0.02,0.03,1,0,0,0,17,66
David Phelps,0.23796178343949045,157,0.28,0.16,0,0.28,0,0.2,42,29,0,47,0,39,0.6,0.04270588235294118,85,0.04,0.04,0,0,0.03,0.06,21,18,0,0,23,23
Chris Paddack,0.2378602620087336,458,0.16,0,0,0.36,0.2,0.21,253,0,0,171,24,10,0.6612903225806451,0.047137096774193546,248,0.05,0,0,0.04,0.05,0.09,134,0,0,95,13,6
Edgar Garcia,0.23769230769230767,26,0.16,0,0.35,0,0.09,0,14,0,11,0,1,0,0.4666666666666667,0.03875,16,0.05,0,0.02,0,0,0,10,0,6,0,0,0
Steven Matz,0.23745819397993312,299,0,0.17,0.2,0.35,0.24,0,0,155,9,95,40,0,0.6083916083916084,0.03608391608391609,143,0,0.04,0.05,0.04,0.01,0,0,68,4,51,20,0
Ryan Castellani,0.23734375000000002,320,0.13,0,0.41,0.26,0.31,0,150,0,62,49,59,0,0.6190476190476191,0.038835978835978835,189,0.05,0,0.02,0.03,0.03,0,99,0,31,31,28,0
Kyle Wright,0.23701438848920864,278,0.19,0.15,0.3,0.31,0.33,0,41,94,81,38,24,0,0.6428571428571429,0.028323353293413175,167,0.04,0.02,0.04,0.02,0.03,0,23,65,39,25,15,0
Tanner Houck,0.2369491525423729,118,0.15,0.14,0.44,0.21,0,0,50,30,36,2,0,0,0.5396825396825397,0.029206349206349205,63,0.04,0.02,0.02,0.01,0,0,30,13,18,2,0,0
Darren O'Day,0.236890756302521,119,0.25,0.14,0.24,0,0,0,53,9,57,0,0,0,0.7121212121212122,0.04477611940298507,67,0.06,0.06,0.03,0,0,0,27,6,34,0,0,0
Bryse Wilson,0.2368493150684932,146,0.25,0.15,0.25,0.36,0.21,0,72,33,23,14,4,0,0.6438356164383562,0.03465753424657534,73,0.04,0.02,0.04,0.03,0.07,0,36,17,11,8,1,0
Stephen Strasburg,0.23684210526315788,38,0.13,0.06,0,0.42,0.34,0,20,1,0,7,10,0,0.6956521739130435,0.042608695652173914,23,0.05,0.04,0,0.03,0.03,0,14,1,0,2,6,0
Keone Kela,0.2361538461538462,26,0.16,0,0,0,0.34,0,15,0,0,0,11,0,0.9,0.046000000000000006,10,0.05,0,0,0,0.04,0,6,0,0,0,4,0
Lou Trivino,0.236046511627907,172,0.17,0.12,0,0.54,0.51,0.32,59,50,0,14,7,42,0.5638297872340425,0.028404255319148936,94,0.04,0.02,0,0.01,0.03,0.03,30,27,0,9,9,19
Darwinzon Hernandez,0.235875,80,0.21,0,0.34,0,0.14,0,61,0,17,0,2,0,0.675,0.0195,40,0.02,0,0.02,0,0.01,0,29,0,9,0,2,0
Brad Boxberger,0.235859872611465,157,0.2,0,0.23,0.3,0,0,86,0,21,50,0,0,0.5949367088607594,0.035569620253164555,79,0.04,0,0.03,0.03,0,0,44,0,7,28,0,0
Jose Urquidy,0.23577272727272727,220,0.17,0,0.37,0.33,0.24,0,124,0,25,50,21,0,0.6551724137931034,0.0356896551724138,116,0.05,0,0.02,0.02,0.03,0,55,0,12,32,17,0
Ian Hamilton,0.23575757575757578,33,0.16,0,0.44,0.29,0,0,23,0,8,2,0,0,0.6,0.039,20,0.04,0,0.04,0.02,0,0,16,0,3,1,0,0
Ty Buttrey,0.23560975609756096,205,0.13,0,0.44,0.37,0,0,125,0,35,45,0,0,0.5454545454545454,0.04422018348623853,109,0.05,0,0.05,0.02,0,0,73,0,15,21,0,0
Josh A. Smith,0.23530516431924886,213,0.18,0.17,0.23,0.21,0.31,0,35,30,82,6,60,0,0.6554621848739496,0.0353781512605042,119,0.05,0.04,0.03,0.03,0.03,0,21,22,32,5,39,0
Brett Martin,0.23528301886792452,106,0.18,0.17,0.31,0,0.3,0,37,21,31,0,17,0,0.5833333333333334,0.03333333333333333,60,0.03,0.02,0.05,0,0.03,0,24,12,16,0,8,0
Zac Grotz,0.23514285714285715,70,0,0.1,0.47,0.33,0.27,0,0,28,5,22,15,0,0.4888888888888889,0.030217391304347828,46,0,0.03,0.02,0.02,0.05,0,0,23,3,12,8,0
Derek Holland,0.23474193548387096,310,0.3,0.16,0,0.29,0,0,3,132,0,175,0,0,0.6502732240437158,0.05774725274725276,182,0.08,0.05,0,0.06,0.07,0,1,95,0,34,52,0
Jose Berrios,0.234484126984127,504,0.21,0.15,0,0.29,0.3,0,119,142,0,101,142,0,0.6286764705882353,0.03621323529411764,272,0.05,0.02,0,0.04,0.04,0,57,80,0,50,85,0
Tyler Alexander,0.2344736842105263,266,0.17,0.16,0.32,0.31,0.26,0.23,57,52,42,48,21,46,0.6054421768707483,0.02850340136054422,147,0.05,0.03,0.02,0.02,0.02,0.02,33,26,24,29,14,21
Reynaldo Lopez,0.23439999999999997,225,0.19,0,0.28,0.29,0,0,119,0,61,45,0,0,0.5702479338842975,0.04,121,0.04,0,0.04,0.04,0,0,61,0,36,24,0,0
Joakim Soria,0.2343684210526316,190,0.2,0,0.33,0.24,0.27,0.26,118,0,38,26,7,1,0.5816326530612245,0.042474226804123716,97,0.05,0,0.02,0.05,0.04,0.08,50,0,23,16,7,1
Rafael Montero,0.23431818181818181,132,0.23,0.16,0.28,0.31,0,0,60,33,8,31,0,0,0.6527777777777778,0.02861111111111111,72,0.04,0.02,0.03,0.02,0,0,28,20,6,18,0,0
Chaz Roe,0.23426470588235296,68,0.1,0.14,0.27,0,0,0.21,2,11,44,0,0,11,0.5384615384615384,0.013846153846153847,39,0,0.03,0.01,0,0,0.04,0,3,33,0,0,3
Eric Lauer,0.23407766990291265,103,0.17,0,0.35,0.22,0.37,0.27,51,0,15,4,4,29,0.5245901639344263,0.045081967213114756,61,0.05,0,0.03,0.03,0.04,0.05,23,0,11,3,2,22
Scott Blewett,0.23384615384615384,26,0.17,0.12,0.39,0.31,0.11,0,7,8,9,1,1,0,0.875,0.034375,16,0.04,0.04,0.03,0.02,0.03,0,3,5,6,1,1,0
Felix Pena,0.233502538071066,197,0.12,0.13,0.39,0.23,0,0,7,83,61,46,0,0,0.4782608695652174,0.03385964912280702,114,0.05,0.02,0.04,0.05,0,0,7,52,28,27,0,0
Jose Urena,0.23340425531914896,188,0.18,0.16,0.38,0.26,0,0,35,88,55,10,0,0,0.6095238095238096,0.031238095238095242,105,0.04,0.02,0.04,0.04,0,0,15,46,39,5,0,0
Alex Cobb,0.23338028169014083,355,0.11,0.11,0,0.31,0,0,3,133,0,219,0,0,0.6283185840707964,0.025707964601769915,226,0.05,0.03,0,0.02,0.03,0,2,98,0,101,25,0
Zack Greinke,0.2328633405639913,461,0.11,0,0.29,0.31,0.25,0,144,0,83,149,85,0,0.6206896551724138,0.03398601398601398,286,0.05,0,0.03,0.02,0.03,0,99,0,49,84,54,0
Trevor Cahill,0.2323563218390805,174,0.1,0.11,0,0.31,0,0.23,15,43,0,94,0,22,0.6074766355140186,0.035981308411214954,107,0.04,0.03,0,0.03,0.04,0.06,10,31,0,32,24,10
Joely Rodriguez,0.23136842105263158,95,0.15,0.14,0.23,0.37,0,0,22,35,2,36,0,0,0.7307692307692307,0.026153846153846156,52,0.04,0.02,0.03,0.02,0,0,15,19,2,16,0,0
Brandon Bielak,0.23131868131868133,273,0.17,0,0.28,0.3,0.2,0.27,116,0,38,57,15,47,0.5743243243243243,0.03918918918918919,148,0.05,0,0.05,0.02,0.04,0.03,64,0,18,38,10,18
Kyle Cody,0.23103896103896102,154,0.16,0.14,0.35,0.3,0,0,50,37,46,21,0,0,0.6043956043956044,0.04098901098901099,91,0.05,0.03,0.04,0.04,0,0,30,21,28,12,0,0
Austin Brice,0.2310191082802548,157,0.23,0.14,0,0.18,0.31,0,62,43,0,1,51,0,0.6477272727272727,0.03272727272727272,88,0.04,0.02,0,0.04,0.04,0,29,32,0,1,26,0
Cam Hill,0.23083333333333333,144,0.17,0,0.31,0,0.28,0,78,0,50,0,16,0,0.5875,0.04575,80,0.05,0,0.04,0,0.04,0,46,0,23,0,11,0
Paul Sewald,0.23072727272727273,55,0.16,0,0.32,0.39,0,0,32,0,20,3,0,0,0.5428571428571428,0.040285714285714286,35,0.05,0,0.03,0.01,0,0,21,0,11,3,0,0
John Gant,0.23056074766355142,107,0.15,0.12,0,0.33,0.39,0.25,13,38,0,31,12,13,0.7049180327868853,0.035573770491803276,61,0.05,0.03,0,0.02,0.03,0.09,9,24,0,14,9,5
Ranger Suarez,0.23023809523809527,42,0.12,0.14,0.28,0.33,0,0,6,12,13,11,0,0,0.46153846153846156,0.026538461538461535,26,0.03,0.02,0.03,0.03,0,0,5,9,7,5,0,0
Asher Wojciechowski,0.23006410256410256,312,0.22,0,0.22,0.16,0.27,0,146,0,79,11,76,0,0.5773809523809523,0.039580838323353296,167,0.05,0,0.03,0.04,0.03,0,78,0,34,4,51,0
Kodi Whitley,0.23000000000000004,36,0.16,0,0.28,0.28,0,0,15,0,9,12,0,0,0.47058823529411764,0.04411764705882353,17,0.04,0,0.03,0.06,0,0,9,0,3,5,0,0
Brad Brach,0.22929824561403508,114,0.17,0.15,0.39,0.33,0,0.19,22,22,8,30,0,32,0.6140350877192983,0.04728813559322034,59,0.05,0.05,0.02,0.03,0,0.06,13,15,2,13,0,16
Matt Shoemaker,0.22927038626609442,233,0.19,0.12,0.31,0.27,0,0,49,47,37,100,0,0,0.672,0.03528,125,0.05,0.03,0.04,0.03,0.1,0,20,30,19,55,1,0
Gabe Speier,0.22911111111111113,45,0.15,0.15,0.54,0,0.19,0,7,19,8,0,11,0,0.5,0.022333333333333334,30,0.04,0.02,0.02,0,0.01,0,6,15,4,0,5,0
Brady Singer,0.22881696428571432,448,0.12,0.15,0.33,0.26,0,0,5,239,186,18,0,0,0.6045627376425855,0.0255893536121673,263,0.04,0.03,0.02,0.02,0,0,3,141,107,12,0,0
Johnny Cueto,0.22878669275929553,511,0.18,0.14,0.23,0.3,0.27,0,179,59,43,148,82,0,0.5595667870036101,0.036630434782608697,276,0.05,0.03,0.04,0.03,0.03,0,80,34,23,93,46,0
Austin Gomber,0.22855855855855856,222,0.16,0,0.27,0.33,0,0,118,0,41,63,0,0,0.5882352941176471,0.04,119,0.04,0,0.04,0.04,0.04,0,72,0,14,10,23,0
Blake Treinen,0.22835820895522388,201,0.21,0.14,0.42,0,0,0.23,16,112,53,0,0,20,0.6822429906542056,0.020467289719626167,107,0.03,0.01,0.03,0,0,0.04,6,55,38,0,0,8
Kris Bubic,0.22830917874396134,414,0.2,0,0,0.29,0.19,0,236,0,0,135,43,0,0.4796380090497738,0.038914027149321274,221,0.04,0,0,0.04,0.03,0,111,0,0,86,24,0
Jairo Diaz,0.2280120481927711,166,0.14,0.15,0.34,0,0,0,35,61,70,0,0,0,0.6285714285714286,0.03,105,0.03,0.03,0.03,0,0,0,27,41,37,0,0,0
Spencer Turnbull,0.22796163069544365,417,0.17,0.14,0.39,0.26,0.35,0,178,94,101,35,9,0,0.5767634854771784,0.025850622406639007,241,0.03,0.02,0.02,0.03,0.04,0,103,54,54,22,8,0
Ramon Rosso,0.2279569892473118,93,0.18,0.17,0.34,0.27,0,0,60,4,27,2,0,0,0.5652173913043478,0.03304347826086957,46,0.03,0.04,0.04,0.05,0,0,33,2,10,1,0,0
Jon Gray,0.22791530944625407,307,0.11,0.09,0.39,0.3,0.35,0,157,5,85,38,22,0,0.6091954022988506,0.037873563218390804,174,0.04,0.03,0.03,0.05,0.03,0,99,4,36,19,16,0
Sean Poppen,0.22784615384615384,65,0,0.13,0.36,0.18,0,0,0,35,27,3,0,0,0.5714285714285714,0.02485714285714286,35,0,0.02,0.03,0.02,0,0,0,17,17,1,0,0
Cal Quantrill,0.22780269058295963,223,0.19,0.17,0.29,0.26,0,0,16,96,86,25,0,0,0.6567164179104478,0.029624060150375938,133,0.04,0.03,0.03,0.02,0,0,10,56,52,15,0,0
Jeurys Familia,0.22771276595744677,188,0.19,0.14,0.36,0.3,0.8,0,23,91,50,23,1,0,0.635593220338983,0.02152542372881356,118,0.03,0.01,0.04,0.02,0,0,15,57,31,14,1,0
Jesse Hahn,0.22749999999999998,120,0.13,0.13,0.51,0,0.29,0,2,71,19,0,28,0,0.6,0.030307692307692306,65,0.02,0.03,0.02,0,0.04,0,1,39,11,0,14,0
Zack Wheeler,0.22729349736379614,569,0.18,0.16,0.34,0.36,0.41,0,245,161,78,38,47,0,0.5979020979020979,0.02632867132867133,286,0.03,0.02,0.03,0.02,0.03,0,120,81,29,24,32,0
Seth Frankoff,0.22717948717948716,39,0,0.1,0.22,0.35,0.17,0,0,12,11,14,2,0,0.3333333333333333,0.038823529411764715,17,0,0.05,0.04,0.03,0.02,0,0,6,4,6,1,0
Merrill Kelly,0.22686635944700462,217,0.19,0.14,0,0.29,0.31,0.21,48,40,0,44,39,46,0.592,0.027419354838709678,124,0.04,0.02,0,0.02,0.02,0.04,22,31,0,24,23,24
Mark Melancon,0.22682432432432434,148,0.05,0,0,0.3,0,0.18,3,0,0,61,0,84,0.7204301075268817,0.030652173913043475,92,0.05,0,0,0.03,0.03,0.03,3,0,0,2,32,55
Lance Lynn,0.22630215827338127,695,0.24,0.16,0,0.14,0.39,0.21,351,131,0,3,42,168,0.6104651162790697,0.03848396501457726,343,0.04,0.02,0,0.04,0.02,0.06,167,74,0,2,26,74
Ricardo Sanchez,0.22627450980392158,51,0.15,0,0.33,0.4,0.26,0,29,0,11,5,6,0,0.5185185185185185,0.024444444444444446,27,0.03,0.03,0.02,0.01,0,0,17,1,4,4,1,0
Ryan Buchter,0.22627450980392158,51,0.22,0,0,0,0.25,0.17,35,0,0,0,14,2,0.6206896551724138,0.0406896551724138,29,0.05,0,0,0,0.02,0.02,20,0,0,0,6,3
Jacob Waguespack,0.22615384615384612,182,0.2,0.13,0,0.25,0.33,0.26,89,11,0,37,14,31,0.5444444444444444,0.03866666666666667,90,0.04,0.05,0,0.04,0.02,0.03,40,12,0,19,5,14
Beau Burrows,0.22607843137254902,51,0.19,0.23,0.16,0.38,0.15,0,18,6,15,11,1,0,0.5333333333333333,0.04133333333333333,30,0.05,0.03,0.05,0.01,0,0,15,3,7,5,0,0
Sam Coonrod,0.2259842519685039,127,0.26,0.13,0.24,0.29,0,0.3,41,40,12,24,0,10,0.5915492957746479,0.023521126760563386,71,0.04,0.01,0.04,0.02,0.02,0.05,17,28,5,17,1,3
Robert Dugger,0.22597938144329896,97,0.18,0.16,0.32,0.19,0.28,0,46,12,29,4,6,0,0.5892857142857143,0.039107142857142854,56,0.05,0.03,0.03,0,0.02,0,27,6,20,0,3,0
Drew Anderson,0.2259090909090909,22,0.24,0,0.03,0.22,0,0,16,0,1,5,0,0,0.4,0.041,10,0.04,0,0.07,0.03,0,0,7,0,1,2,0,0
Hunter Harvey,0.22589041095890408,73,0.24,0,0,0.27,0.13,0,56,0,0,6,11,0,0.6216216216216216,0.04297297297297298,37,0.04,0,0,0.02,0.07,0,25,0,0,5,7,0
Shun Yamaguchi,0.22564315352697095,241,0.16,0,0.32,0.25,0.25,0,94,0,37,108,2,0,0.5210084033613446,0.04375,120,0.06,0,0.05,0.03,0.02,0,46,0,14,59,1,0
Sam Freeman,0.22555555555555556,45,0.16,0.18,0,0.39,0.35,0,14,18,0,3,10,0,0.3333333333333333,0.02125,24,0.04,0.01,0,0.04,0.01,0,6,8,0,3,7,0
Dakota Bacus,0.22548076923076926,104,0,0.1,0.27,0,0.32,0,0,29,69,0,6,0,0.45614035087719296,0.025614035087719297,57,0,0.04,0.02,0,0.02,0,0,16,38,0,3,0
Cody Ponce,0.2254782608695652,115,0.14,0.13,0,0.22,0.32,0.25,35,7,0,10,31,32,0.6666666666666666,0.04015151515151516,66,0.05,0.03,0,0.04,0.03,0.04,21,2,0,8,18,17
Chase Anderson,0.22524163568773237,269,0.18,0.14,0,0.26,0.24,0.27,97,12,0,73,34,53,0.5285714285714286,0.03657142857142858,140,0.05,0.04,0,0.03,0.02,0.03,53,7,0,37,21,22
Jeff Hoffman,0.22513513513513517,185,0.16,0,0,0.32,0.29,0,105,0,0,55,25,0,0.5961538461538461,0.03844660194174757,103,0.04,0,0,0.03,0.04,0,68,0,0,16,19,0
Andrew Miller,0.22511627906976744,86,0.17,0.11,0.26,0,0,0,25,5,56,0,0,0,0.5555555555555556,0.028,55,0.04,0.02,0.02,0,0,0,22,2,31,0,0,0
Dustin May,0.22502403846153846,416,0.28,0.15,0,0.27,0.42,0.25,30,201,0,24,49,112,0.6488888888888888,0.023022222222222225,225,0.03,0.01,0,0.02,0.04,0.04,16,114,0,12,33,50
James Bourque,0.225,28,0.16,0,0,0,0.42,0,21,0,0,0,7,0,0.5789473684210527,0.044736842105263165,19,0.05,0,0,0,0.03,0,14,0,0,0,5,0
Jose Quintana,0.22460526315789475,76,0.17,0.16,0,0.35,0.38,0,44,11,0,5,16,0,0.5714285714285714,0.026904761904761904,42,0.03,0.03,0,0.01,0.02,0,25,7,0,3,7,0
Tanner Roark,0.22436868686868688,396,0.17,0.13,0.32,0.3,0.32,0,134,87,57,62,56,0,0.5227272727272727,0.04177272727272728,220,0.05,0.05,0.04,0.03,0.02,0,70,58,32,31,29,0
Aaron Bummer,0.2242622950819672,61,0,0.12,0.7,0,0,0.35,0,44,7,0,0,10,0.5789473684210527,0.01871794871794872,39,0,0.02,0.01,0,0,0.02,0,28,5,0,0,6
John Curtiss,0.22386243386243387,189,0.19,0,0.27,0,0,0,109,0,80,0,0,0,0.6818181818181818,0.04,88,0.04,0,0.04,0,0,0,49,0,39,0,0,0
Andrew Suarez,0.22383333333333336,60,0.16,0.17,0.25,0.27,0,0,13,10,17,20,0,0,0.5,0.0225,32,0.03,0.02,0.02,0.02,0,0,8,7,8,9,0,0
Mike Morin,0.2236842105263158,19,0.3,0.14,0.12,0.35,0,0,1,9,2,7,0,0,0.5833333333333334,0.024999999999999998,12,0.02,0.03,0,0.02,0,0,1,6,0,5,0,0
Dallas Keuchel,0.22368055555555555,432,0.12,0.13,0.29,0.33,0,0.21,9,124,22,124,0,153,0.5465116279069767,0.025426356589147287,258,0.03,0.03,0.05,0.02,0,0.02,6,95,13,67,0,77
Randy Dobnak,0.22285310734463282,354,0.12,0.12,0.34,0.23,0,0,14,147,138,55,0,0,0.555,0.02935,200,0.04,0.02,0.04,0.03,0,0,11,91,67,31,0,0
Wade Davis,0.2227450980392157,51,0.14,0,0,0.27,0,0.29,21,0,0,14,0,16,0.32,0.03333333333333333,24,0.04,0,0,0.03,0.03,0.02,13,0,0,3,3,5
Cody Reed,0.22270588235294117,85,0.18,0.13,0.3,0,0,0,8,33,44,0,0,0,0.5272727272727272,0.023636363636363636,55,0.03,0.03,0.02,0.04,0,0,2,16,36,1,0,0
Kelvin Herrera,0.22249999999999998,16,0.19,0.16,0.26,0.3,0,0,2,7,1,6,0,0,0.5454545454545454,0.029090909090909087,11,0.02,0.03,0,0.03,0,0,1,6,0,4,0,0
Martin Perez,0.22225733634311515,443,0.21,0.15,0,0.29,0.28,0.18,58,77,0,149,29,130,0.648854961832061,0.023536121673003802,263,0.04,0.02,0,0.03,0.03,0.01,35,61,0,75,20,72
Daniel Mengden,0.222156862745098,102,0.18,0,0,0.3,0.26,0.24,48,0,0,15,8,31,0.603448275862069,0.04413793103448276,58,0.06,0,0,0.03,0.02,0.03,29,0,0,6,5,18
Kenley Jansen,0.2217699115044248,226,0,0.18,0.37,0,0,0.22,0,65,20,0,0,141,0.6666666666666666,0.03134020618556701,97,0,0.05,0.03,0,0,0.02,0,32,14,0,0,51
Cody Carroll,0.2214705882352941,34,0.22,0,0.23,0,0,0,29,0,5,0,0,0,0.5714285714285714,0.04,21,0.04,0,0.04,0,0,0,19,0,2,0,0,0
Michael King,0.2214009661835749,207,0.21,0.14,0,0.32,0.33,0,10,110,0,38,49,0,0.628099173553719,0.03462809917355372,121,0.05,0.03,0,0.04,0.04,0,5,70,0,18,28,0
Michael Wacha,0.22113268608414238,309,0.15,0,0,0.27,0.53,0.27,128,0,0,98,1,82,0.5384615384615384,0.043974358974358974,156,0.05,0,0,0.04,0,0.04,62,0,0,59,0,35
Josh Osich,0.22102040816326532,147,0.11,0.14,0.32,0,0,0.27,36,18,18,0,0,75,0.6436781609195402,0.030114942528735634,87,0.02,0.03,0.05,0,0,0.03,19,11,10,0,0,47
Ryan Thompson,0.2208994708994709,189,0.19,0.13,0.33,0,0,0,23,87,79,0,0,0,0.6666666666666666,0.03070175438596491,114,0.04,0.02,0.04,0,0,0,12,53,49,0,0,0
Max Fried,0.22086854460093902,426,0.15,0.15,0.28,0.33,0.31,0,174,46,107,22,77,0,0.6044444444444445,0.017699115044247787,226,0.02,0.02,0.02,0.01,0.01,0,99,25,50,10,42,0
Nick Ramirez,0.2208641975308642,81,0.12,0.13,0,0.31,0,0.18,7,19,0,36,0,19,0.6086956521739131,0.03869565217391305,46,0.05,0.02,0,0.04,0.05,0.05,4,11,0,19,2,10
Caleb Thielbar,0.220855614973262,187,0.21,0,0.2,0,0.28,0.2,118,0,25,0,34,10,0.6024096385542169,0.04154761904761905,84,0.05,0,0.04,0,0.01,0.05,54,0,11,0,15,4
Jake McGee,0.22076923076923075,195,0.22,0,0.25,0,0,0,190,0,5,0,0,0,0.6455696202531646,0.03949367088607595,79,0.04,0,0.03,0,0,0,75,0,4,0,0,0
Seth Elledge,0.22069767441860466,86,0,0.13,0.43,0,0,0,0,60,26,0,0,0,0.49019607843137253,0.03230769230769231,52,0,0.04,0.02,0,0,0,0,32,20,0,0,0
Alex Claudio,0.2206896551724138,145,0.04,0.11,0.33,0.27,0,0,5,51,36,53,0,0,0.6666666666666666,0.025500000000000002,80,0.05,0.03,0.02,0.02,0,0,4,32,17,27,0,0
Dennis Santana,0.2204201680672269,119,0.13,0.13,0.29,0.25,0,0,2,45,53,19,0,0,0.6338028169014085,0.02849315068493151,73,0.06,0.02,0.03,0.04,0,0,1,27,32,13,0,0
Chris Mazza,0.22015625000000003,256,0.2,0.12,0.33,0.29,0,0.19,40,54,75,6,0,81,0.625,0.033455882352941176,136,0.05,0.02,0.03,0.03,0,0.04,21,37,32,4,0,42
Bryan Garcia,0.220125,160,0.15,0.15,0.37,0.29,0,0,6,95,37,22,0,0,0.6555555555555556,0.029333333333333336,90,0.05,0.03,0.03,0.02,0,0,2,55,23,10,0,0
Artie Lewicki,0.22,33,0.21,0,0.21,0.06,0.33,0,10,0,18,1,4,0,0.7777777777777778,0.03333333333333334,18,0.04,0,0.03,0,0.02,0,8,0,8,0,2,0
Branden Kline,0.2198,50,0.12,0,0.35,0.36,0,0,29,0,5,16,0,0,0.5263157894736842,0.0455,20,0.05,0,0.05,0.04,0,0,9,0,2,9,0,0
Jose Mujica,0.2197142857142857,35,0.15,0,0,0.29,0.45,0,21,0,0,11,3,0,0.6521739130434783,0.036956521739130437,23,0.04,0,0,0.03,0.02,0,17,0,0,5,1,0
Alex Wood,0.2196899224806202,129,0.18,0.16,0,0.28,0,0,1,64,0,64,0,0,0.6,0.02769230769230769,65,0,0.04,0,0.03,0.01,0,0,29,0,14,22,0
Dillon Tate,0.21956896551724137,116,0.18,0.14,0.28,0.33,0,0,26,39,30,21,0,0,0.45454545454545453,0.03272727272727273,66,0.05,0.02,0.04,0.02,0,0,16,22,18,10,0,0
Tim Hill,0.21956790123456796,162,0.28,0.17,0.19,0,0,0,71,80,11,0,0,0,0.620253164556962,0.03961538461538462,78,0.06,0.03,0.01,0,0,0,29,43,6,0,0,0
Cesar Valdez,0.21955056179775279,89,0.05,0.05,0.13,0.24,0,0,2,7,1,79,0,0,0.6415094339622641,0.030943396226415093,53,0.1,0.03,0.01,0.03,0,0,1,5,1,46,0,0
Steve Cishek,0.2195364238410596,151,0.35,0.15,0.29,0.07,0,0,6,77,67,1,0,0,0.5913978494623656,0.03537634408602151,93,0.03,0.04,0.03,0.06,0,0,3,47,42,1,0,0
Jose Alvarado,0.21939024390243905,82,0,0.17,0,0,0.39,0.34,0,62,0,0,13,7,0.6444444444444445,0.02755555555555556,45,0,0.03,0,0,0.02,0.02,0,34,0,0,7,4
Paolo Espino,0.2192,50,0.16,0,0.25,0.2,0.34,0,30,0,4,2,14,0,0.5925925925925926,0.03962962962962963,27,0.05,0,0.03,0.01,0.03,0,14,0,2,1,10,0
Brandon Leibrandt,0.21897058823529414,68,0.14,0,0.36,0.27,0.2,0,35,0,19,5,9,0,0.6857142857142857,0.03542857142857143,35,0.04,0,0.05,0,0.01,0,21,0,7,2,5,0
Jimmy Herget,0.2189655172413793,145,0.16,0.13,0.29,0.21,0.33,0,62,17,51,1,14,0,0.6666666666666666,0.041807228915662645,83,0.05,0.04,0.03,0,0.05,0,30,12,28,0,13,0
Rob Kaminsky,0.21885714285714286,35,0.16,0,0.25,0.26,0,0,13,0,14,8,0,0,0.5714285714285714,0.032857142857142856,21,0.03,0,0.04,0.01,0,0,6,0,12,3,0,0
Cam Bedrosian,0.21876190476190474,105,0.21,0,0.23,0,0,0,59,0,46,0,0,0,0.576271186440678,0.040847457627118645,59,0.05,0,0.03,0,0,0,32,0,27,0,0,0
Tyson Miller,0.21868421052631581,38,0.2,0.14,0.32,0,0.34,0.21,16,3,4,0,2,13,0.55,0.0625,20,0.04,0,0.03,0,0.02,0.12,12,0,1,0,1,6
