player_name,exp_whiff_rate,n,exp_whiff_rate_FF,exp_whiff_rate_SI,exp_whiff_rate_SL,exp_whiff_rate_CH,exp_whiff_rate_CU,exp_whiff_rate_FC,n_FF,n_SI,n_SL,n_CH,n_CU,n_FC,f_p_str,exp_HR_rate,n1,exp_HR_rate_FF,exp_HR_rate_SI,exp_HR_rate_SL,exp_HR_rate_CH,exp_HR_rate_CU,exp_HR_rate_FC,n_FF1,n_SI1,n_SL1,n_CH1,n_CU1,n_FC1
Alex Colome,0.2989795918367347,196,0.17,0,0,0,0,0.33,38,0,0,0,0,158,0.5483870967741935,0.024731182795698924,93,0.04,0,0,0,0,0.02,22,0,0,0,0,71
Taylor Williams,0.2989655172413793,116,0.18,0,0.38,0,0,0,47,0,69,0,0,0,0.5909090909090909,0.04515151515151516,66,0.04,0,0.05,0,0,0,32,0,34,0,0,0
Trevor May,0.29878787878787877,198,0.28,0.23,0.36,0.25,0,0,98,5,62,33,0,0,0.6565656565656566,0.027777777777777776,99,0.03,0.03,0.02,0.04,0,0,47,4,35,13,0,0
Tyler Mahle,0.29850515463917526,388,0.24,0,0.41,0.25,0.32,0,212,0,130,44,2,0,0.6368159203980099,0.04049751243781095,201,0.05,0,0.03,0.03,0.02,0,106,0,68,26,1,0
Will Smith,0.2983333333333333,120,0.15,0,0.43,0,0.19,0,53,0,63,0,4,0,0.5161290322580645,0.037741935483870975,62,0.04,0,0.03,0,0.07,0,40,0,20,0,2,0
Tony Gonsolin,0.298050139275766,359,0.18,0,0.45,0.38,0.62,0,180,0,70,102,7,0,0.6590909090909091,0.03034090909090909,176,0.04,0,0.02,0.02,0.01,0,94,0,33,43,6,0
Yohan Ramirez,0.2980263157894737,152,0.24,0.1,0.4,0,0,0,95,1,56,0,0,0,0.4731182795698925,0.036304347826086956,92,0.04,0.06,0.03,0,0,0,52,2,38,0,0,0
Taylor Widener,0.2980124223602485,161,0.27,0.25,0.38,0.34,0,0,109,1,24,27,0,0,0.6022727272727273,0.03488372093023256,86,0.04,0.04,0.03,0.02,0,0,56,1,14,15,0,0
Thomas Hatch,0.2973366834170854,199,0.2,0.17,0.46,0.37,0,0,90,12,36,61,0,0,0.5533980582524272,0.033106796116504855,103,0.04,0.03,0.02,0.03,0,0,55,6,23,19,0,0
Pete Fairbanks,0.29711864406779664,236,0.23,0.07,0.4,0,0,0,137,3,96,0,0,0,0.5932203389830508,0.024789915966386557,119,0.03,0,0.02,0,0,0,57,0,62,0,0,0
Chase De Jong,0.29703124999999997,64,0.2,0,0.43,0.4,0.32,0,30,0,15,6,13,0,0.5526315789473685,0.03736842105263158,38,0.05,0,0.03,0.01,0.03,0,16,0,11,2,9,0
Josh James,0.29619834710743803,121,0.22,0,0.46,0.33,0.62,0,72,0,25,22,2,0,0.5714285714285714,0.03535714285714286,84,0.04,0,0.02,0.03,0.01,0,57,0,10,16,1,0
Carlos Carrasco,0.29600000000000004,535,0.2,0.14,0.36,0.34,0.36,0,168,18,150,170,29,0,0.6392857142857142,0.028428571428571428,280,0.04,0.03,0.03,0.02,0.02,0,62,10,102,89,17,0
Luis Patino,0.29585034013605443,147,0.25,0,0.48,0.32,0,0,101,0,22,24,0,0,0.6547619047619048,0.030235294117647058,85,0.03,0,0.02,0.04,0,0,59,0,12,14,0,0
Daniel Hudson,0.294264705882353,204,0.27,0,0.48,0.19,0.51,0,160,0,27,15,2,0,0.6153846153846154,0.04131868131868132,91,0.04,0,0.04,0.06,0.04,0,64,0,20,6,1,0
Drew Smyly,0.29355555555555557,225,0.19,0,0,0,0.44,0.26,103,0,0,0,82,40,0.6936936936936937,0.03144144144144144,111,0.03,0,0,0,0.03,0.04,45,0,0,0,50,16
Heath Hembree,0.29313186813186815,182,0.24,0,0.35,0,0.4,0,100,0,69,0,13,0,0.5444444444444444,0.034,90,0.04,0,0.03,0,0.02,0,46,0,34,0,10,0
Kevin Gausman,0.29279352226720645,494,0.2,0.17,0.41,0.41,0,0,262,12,24,196,0,0,0.6097560975609756,0.03235772357723577,246,0.04,0.03,0.05,0.02,0,0,128,6,14,98,0,0
Yoan Lopez,0.2923076923076923,143,0.18,0,0.4,0,0,0,70,0,73,0,0,0,0.6785714285714286,0.030952380952380953,84,0.04,0,0.02,0,0,0,46,0,38,0,0,0
Garrett Crochet,0.29214285714285715,42,0.26,0,0.56,0.51,0,0,37,0,2,3,0,0,0.5909090909090909,0.028181818181818186,22,0.03,0,0.02,0.02,0,0,18,0,3,1,0,0
Drew Rasmussen,0.29210937499999995,128,0.26,0,0.47,0.29,0.26,0,95,0,19,4,10,0,0.647887323943662,0.03070422535211267,71,0.03,0,0.03,0.02,0.04,0,51,0,13,1,6,0
Zac Gallen,0.29196242171189984,479,0.21,0.12,0,0.36,0,0.28,141,1,0,197,0,140,0.6460481099656358,0.038281786941580756,291,0.05,0,0,0.03,0.02,0.04,107,0,0,71,43,70
Kyle Zimmer,0.29158823529411765,170,0.19,0,0.34,0.27,0.4,0,63,0,78,4,25,0,0.5824175824175825,0.032197802197802196,91,0.03,0,0.04,0.02,0.02,0,39,0,36,4,12,0
Richard Rodriguez,0.29152542372881357,177,0.21,0.12,0.54,0,0,0,132,1,44,0,0,0,0.6521739130434783,0.045,92,0.05,0.03,0.03,0,0,0,69,1,22,0,0,0
Jack Flaherty,0.2913664596273292,322,0.2,0.14,0.44,0.22,0.33,0,139,30,109,6,38,0,0.6176470588235294,0.03411764705882353,170,0.04,0.03,0.03,0.02,0.03,0,74,14,57,4,21,0
Masahiro Tanaka,0.29133501259445843,397,0.23,0.11,0.36,0.29,0.24,0,83,28,160,113,13,0,0.6313131313131313,0.03146464646464646,198,0.05,0.04,0.03,0.02,0.03,0,39,14,81,63,1,0
Tejay Antone,0.2911203319502075,241,0,0.14,0.39,0.39,0.33,0,0,85,105,8,43,0,0.647887323943662,0.03619718309859155,142,0,0.04,0.03,0.02,0.04,0,0,54,46,4,38,0
Albert Abreu,0.2911111111111111,18,0.17,0,0.28,0.46,0,0,8,0,4,6,0,0,0.6363636363636364,0.04090909090909091,11,0.05,0,0.03,0.02,0,0,7,0,2,2,0,0
Roberto Osuna,0.2903571428571428,28,0.26,0.19,0.36,0.3,0,0.25,7,3,9,5,0,4,0.625,0.028749999999999998,16,0.04,0.05,0.01,0.02,0,0,6,2,4,4,0,0
Nathan Eovaldi,0.29022556390977444,399,0.24,0,0,0.35,0.36,0.3,162,0,0,60,47,130,0.6733668341708543,0.03668341708542714,199,0.04,0,0,0.02,0.04,0.04,66,0,0,33,29,71
Ryan Brasier,0.29013274336283185,226,0.23,0.14,0.41,0.41,0,0,140,7,71,8,0,0,0.6090909090909091,0.031818181818181815,110,0.04,0.02,0.02,0.04,0,0,61,8,37,4,0,0
Brandon Waddell,0.29000000000000004,16,0.25,0.16,0.33,0.26,0,0,2,2,10,2,0,0,0.5,0.03142857142857143,14,0.04,0.02,0.03,0.06,0,0,3,4,6,1,0,0
Hector Perez,0.29,12,0.16,0,0.42,0,0,0,6,0,6,0,0,0,0.6,0.036,10,0.04,0,0.02,0,0,0,8,0,2,0,0,0
Trevor Gott,0.29,85,0.28,0.09,0.31,0.63,0.33,0,66,1,8,1,9,0,0.47368421052631576,0.037719298245614034,57,0.04,0,0.02,0,0.03,0,48,0,4,0,5,0
Wandy Peralta,0.2899082568807339,218,0.15,0.18,0.41,0.31,0,0,46,24,61,87,0,0,0.5321100917431193,0.025185185185185185,108,0.03,0.02,0.03,0.02,0,0,21,8,35,44,0,0
Joe Palumbo,0.2895238095238095,21,0.3,0,0,0,0.28,0,10,0,0,0,11,0,0.6428571428571429,0.04,14,0.04,0,0,0,0.04,0,8,0,0,0,6,0
Yu Darvish,0.2891388400702987,569,0.28,0.16,0.32,0.3,0.36,0.3,78,51,78,91,16,255,0.6351351351351351,0.033581081081081085,296,0.04,0.03,0.02,0.04,0.02,0.04,40,30,48,26,32,120
Yimi Garcia,0.28902654867256633,113,0.29,0,0.28,0.33,0.26,0,66,0,30,10,7,0,0.6,0.029000000000000005,60,0.03,0,0.03,0.03,0.02,0,36,0,15,3,6,0
Mike Mayers,0.2888646288209607,229,0.24,0,0.38,0,0.97,0.22,79,0,84,0,1,65,0.6198347107438017,0.036198347107438016,121,0.04,0,0.03,0,0,0.04,42,0,46,0,0,33
Enoli Paredes,0.2888607594936709,158,0.28,0,0.32,0.28,0.24,0,110,0,41,1,6,0,0.5714285714285714,0.03032967032967033,91,0.03,0,0.03,0,0.04,0,65,0,23,0,3,0
Nick Anderson,0.2888311688311689,154,0.25,0.25,0,0,0.38,0,107,1,0,0,46,0,0.7258064516129032,0.03645161290322581,62,0.05,0,0,0,0.02,0,34,0,0,0,28,0
Shohei Ohtani,0.2888,25,0.15,0,0.53,0.32,0,0,12,0,6,7,0,0,0.5,0.038125,16,0.04,0,0.06,0.03,0,0,10,0,1,5,0,0
Robinson Leyer,0.28861538461538466,65,0.2,0,0.38,0,0,0,33,0,32,0,0,0,0.6470588235294118,0.03558823529411764,34,0.04,0,0.03,0,0,0,19,0,15,0,0,0
Ryan Borucki,0.28814285714285715,140,0,0.14,0.4,0.34,0,0,0,54,59,27,0,0,0.647887323943662,0.027323943661971835,71,0,0.03,0.02,0.04,0,0,0,36,27,8,0,0
Josh Staumont,0.28809523809523807,210,0.26,0.19,0,0,0.43,0,164,8,0,0,38,0,0.6371681415929203,0.033362831858407084,113,0.03,0.04,0,0,0.04,0,75,6,0,0,32,0
Caleb Ferguson,0.28804469273743016,179,0.28,0,0,0,0,0.32,143,0,0,0,0,36,0.7333333333333333,0.04253333333333334,75,0.04,0,0,0,0,0.05,56,0,0,0,0,19
Caleb Smith,0.28732142857142856,112,0.18,0,0.38,0.35,0.47,0,51,0,39,18,4,0,0.6166666666666667,0.06949999999999999,60,0.06,0,0.05,0.13,0,0,29,0,20,11,0,0
John Means,0.28729442970822283,377,0.24,0,0.34,0.31,0.4,0,187,0,43,111,36,0,0.6363636363636364,0.04443181818181818,176,0.04,0,0.06,0.05,0.02,0,77,0,27,56,16,0
Emilio Pagan,0.28653409090909093,176,0.27,0.24,0,0,0.27,0.34,130,1,0,0,3,42,0.7674418604651163,0.039310344827586205,87,0.04,0,0,0,0.01,0.04,62,0,0,0,2,23
Jose Cisnero,0.28633064516129036,248,0.23,0.13,0.44,0.28,0,0,159,8,67,14,0,0,0.5371900826446281,0.035,122,0.04,0.02,0.03,0.02,0,0,73,2,37,10,0,0
Victor Gonzalez,0.2862237762237762,143,0.16,0.18,0.47,0.24,0,0,15,73,53,2,0,0,0.675,0.01675,80,0.04,0.02,0.01,0.01,0,0,5,39,35,1,0,0
Dylan Cease,0.2859777777777778,450,0.21,0,0.42,0.31,0,0,250,0,129,71,0,0,0.5607843137254902,0.031764705882352945,255,0.03,0,0.03,0.05,0.02,0,151,0,62,29,13,0
Drew Pomeranz,0.2856,150,0.28,0,0,0.31,0,0,122,0,0,28,0,0,0.5205479452054794,0.03,73,0.03,0,0,0,0.03,0,55,0,0,0,18,0
Cody Stashak,0.2853846153846154,117,0.23,0,0.35,0.23,0,0,60,0,54,3,0,0,0.6363636363636364,0.042631578947368416,57,0.05,0,0.03,0.03,0,0,36,0,18,3,0,0
Ryan Tepera,0.28493975903614455,166,0.24,0.15,0.46,0.34,0,0.35,18,48,8,10,0,82,0.5681818181818182,0.029775280898876405,89,0.04,0.03,0.01,0.02,0,0.03,7,30,2,5,0,45
Mike Kickham,0.28469696969696967,132,0.13,0.21,0.26,0,0.41,0,18,2,74,0,38,0,0.6811594202898551,0.026956521739130435,69,0.03,0,0.03,0,0.02,0,12,0,36,0,21,0
Chris Devenski,0.28425,40,0.09,0,0.37,0.44,0,0,17,0,4,19,0,0,0.55,0.038571428571428576,21,0.05,0,0.08,0.02,0,0,9,0,2,10,0,0
Chasen Shreve,0.2835897435897436,195,0.17,0,0.22,0.42,0,0,96,0,13,86,0,0,0.59,0.036000000000000004,100,0.06,0,0.02,0.02,0,0,40,0,8,52,0,0
Kyle Crick,0.28340909090909094,44,0.2,0.1,0.33,0,0,0,14,1,29,0,0,0,0.4827586206896552,0.030689655172413795,29,0.05,0.06,0.02,0,0,0,9,1,19,0,0,0
Aaron Nola,0.2831111111111111,540,0.21,0.12,0,0.35,0,0,120,84,0,336,0,0,0.6515679442508711,0.027839721254355403,287,0.05,0.03,0,0.02,0.02,0,56,57,0,75,99,0
Oliver Drake,0.28285714285714286,84,0.22,0,0,0.34,0,0,40,0,0,44,0,0,0.5454545454545454,0.025681818181818184,44,0.04,0,0,0.01,0,0,23,0,0,21,0,0
Jake Diekman,0.2827777777777778,162,0.2,0.17,0.41,0,0,0,89,8,65,0,0,0,0.6588235294117647,0.027093023255813954,86,0.04,0.02,0.01,0,0,0,48,3,35,0,0,0
Chris Stratton,0.2825793650793651,252,0.23,0,0.3,0.34,0.36,0,115,0,68,24,45,0,0.6335877862595419,0.03090909090909091,132,0.04,0,0.02,0.02,0.03,0,62,0,39,11,20,0
Miguel Del Pozo,0.28238095238095234,42,0.16,0,0,0.8,0.41,0,23,0,0,1,18,0,0.5,0.03,24,0.04,0,0,0,0.01,0,16,0,0,0,8,0
Rowan Wick,0.2823404255319149,141,0.25,0,0,0.37,0,0.27,88,0,0,35,0,18,0.5753424657534246,0.03506849315068493,73,0.04,0,0,0,0.03,0.02,44,0,0,0,22,7
Jose Quijada,0.2814285714285715,42,0.28,0,0.27,0.31,0,0,28,0,9,5,0,0,0.75,0.026500000000000003,20,0.03,0,0.02,0.02,0,0,13,0,4,3,0,0
Max Scherzer,0.2803471074380165,605,0.22,0,0.45,0.29,0.28,0.22,279,0,122,95,30,79,0.6542372881355932,0.03532423208191126,293,0.04,0,0.03,0.03,0.03,0.04,123,0,56,62,19,33
Trevor Rogers,0.2803383458646616,266,0.19,0.15,0.44,0.35,0,0,128,15,55,68,0,0,0.6384615384615384,0.03815384615384616,130,0.05,0.04,0.03,0.02,0,0,66,5,28,31,0,0
Diego Castillo,0.2802857142857143,140,0.16,0.12,0.38,0,0,0,2,52,86,0,0,0,0.6067415730337079,0.022247191011235956,89,0.06,0.01,0.03,0,0,0,1,36,52,0,0,0
Evan Marshall,0.2802040816326531,196,0.18,0.14,0,0.3,0.38,0,39,16,0,99,42,0,0.6210526315789474,0.0253125,96,0.05,0.02,0,0.02,0.02,0,17,10,0,49,20,0
Clay Holmes,0.28,9,0,0.1,0.04,0,0.38,0,0,2,1,0,6,0,0.5,0.03166666666666667,6,0,0.03,0.07,0,0.02,0,0,2,1,0,3,0
Grant Dayton,0.2796995708154506,233,0.29,0.19,0,0,0.27,0,149,9,0,0,75,0,0.6086956521739131,0.042931034482758625,116,0.05,0.07,0,0,0.03,0,71,2,0,0,43,0
Tyler Thornburg,0.2796610169491525,59,0.28,0,0,0.24,0.34,0,36,0,0,14,9,0,0.53125,0.042499999999999996,32,0.05,0,0,0.04,0.02,0,20,0,0,6,6,0
Cole Sulser,0.2793564356435644,202,0.21,0,0.36,0.35,0,0,104,0,29,69,0,0,0.52,0.036060606060606064,99,0.05,0,0.02,0.02,0,0,53,0,13,33,0,0
Matt Barnes,0.279119170984456,193,0.19,0,0,0.39,0,0,107,0,0,86,0,0,0.6060606060606061,0.04220000000000001,100,0.05,0,0,0.04,0.03,0,59,0,0,4,37,0
Brailyn Marquez,0.2790909090909091,11,0.23,0,0.26,0.35,0,0,5,0,2,4,0,0,0.5714285714285714,0.018571428571428572,7,0.02,0,0.02,0.01,0,0,5,0,1,1,0,0
Joe Jimenez,0.2790526315789474,190,0.2,0,0.45,0.24,0,0,119,0,58,13,0,0,0.6288659793814433,0.04701030927835052,97,0.05,0,0.04,0.05,0,0,60,0,29,8,0,0
Austin Davis,0.2788524590163935,61,0.25,0,0.33,0.33,0.25,0,29,0,11,11,10,0,0.6129032258064516,0.03387096774193549,31,0.04,0,0.03,0.02,0.03,0,16,0,5,4,6,0
Mychal Givens,0.27864077669902915,206,0.25,0,0.38,0.33,0,0,146,0,22,38,0,0,0.574468085106383,0.03776595744680851,94,0.04,0,0.03,0.03,0,0,73,0,10,11,0,0
Jeremy Beasley,0.2785714285714286,7,0.12,0,0.95,0.19,0,0,2,0,1,4,0,0,0.3333333333333333,0.04666666666666667,3,0.06,0,0,0.04,0,0,1,0,0,2,0,0
Conner Menez,0.2783544303797469,79,0.18,0,0.39,0,0.35,0,38,0,20,0,21,0,0.6,0.03133333333333334,45,0.04,0,0.01,0,0.03,0,24,0,9,0,12,0
Jalen Beeks,0.2779591836734694,147,0.23,0,0,0.32,0,0.26,58,0,0,73,0,16,0.6617647058823529,0.023823529411764705,68,0.03,0,0,0.02,0,0.02,26,0,0,33,0,9
Nate Jones,0.27719780219780216,182,0.2,0.14,0.42,0.07,0,0,2,90,89,1,0,0,0.7411764705882353,0.034823529411764705,85,0.03,0.03,0.04,0,0,0,2,42,41,0,0,0
Miguel Castro,0.2768181818181818,220,0,0.15,0.49,0.3,0,0,0,110,60,50,0,0,0.6228070175438597,0.017826086956521738,115,0,0.01,0.03,0.02,0,0,0,56,31,28,0,0
Ben Heller,0.276734693877551,49,0.19,0,0,0.29,0.44,0,29,0,0,5,15,0,0.6296296296296297,0.041851851851851855,27,0.05,0,0,0.02,0.03,0,17,0,0,2,8,0
Carl Edwards Jr.,0.27666666666666667,24,0.21,0,0,0,0.41,0,16,0,0,0,8,0,0.4117647058823529,0.03,17,0.03,0,0,0,0.03,0,13,0,0,0,4,0
Triston McKenzie,0.2764615384615384,260,0.22,0,0.43,0.28,0.3,0,156,0,52,20,32,0,0.65625,0.046718749999999996,128,0.05,0,0.02,0.08,0.04,0,74,0,24,15,15,0
Julio Urias,0.27644028103044493,427,0.24,0.17,0.35,0.41,0.27,0,253,2,25,61,86,0,0.6177777777777778,0.024909090909090912,220,0.03,0,0.04,0.02,0.01,0,128,0,11,39,42,0
Tyler Matzek,0.27634146341463417,246,0.26,0,0.32,0,0.19,0.35,174,0,50,0,6,16,0.6333333333333333,0.029008264462809918,121,0.03,0,0.03,0,0.02,0.02,79,0,30,0,5,7
Jesus Luzardo,0.2763076923076923,455,0.2,0.14,0,0.32,0.46,0,139,94,0,124,98,0,0.6150943396226415,0.03382575757575757,264,0.04,0.04,0,0.03,0.02,0,75,78,0,59,52,0
Hansel Robles,0.2758,150,0.22,0.23,0.27,0.35,0,0,69,6,18,57,0,0,0.6375,0.032375,80,0.04,0.03,0.04,0.02,0,0,38,5,9,28,0,0
Giovanny Gallegos,0.27559701492537314,134,0.14,0,0.37,0,0,0,55,0,79,0,0,0,0.7192982456140351,0.039473684210526314,57,0.05,0,0.03,0,0,0,27,0,30,0,0,0
Dovydas Neverauskas,0.27536423841059604,151,0.14,0,0,0,0.46,0.34,77,0,0,0,47,27,0.4606741573033708,0.03584269662921349,89,0.05,0,0,0,0.02,0.03,41,0,0,0,30,18
Phil Maton,0.27523560209424086,191,0.25,0.15,0,0,0.27,0.33,97,3,0,0,36,55,0.66,0.03,99,0.03,0,0,0,0.03,0.03,49,0,0,0,22,28
Gio Gonzalez,0.27495934959349594,246,0.2,0.17,0.14,0.34,0.35,0,79,28,3,94,42,0,0.6258064516129033,0.028974358974358978,156,0.04,0.03,0.07,0.02,0.02,0,54,22,2,53,25,0
Rafael Dolis,0.2748447204968944,161,0.15,0.14,0.43,0.47,0,0,1,90,35,35,0,0,0.5416666666666666,0.023645833333333335,96,0.05,0.03,0.02,0.01,0,0,1,55,17,23,0,0
Taylor Rogers,0.2745604395604396,182,0.29,0.14,0.4,0,0.36,0,1,86,86,0,9,0,0.6881720430107527,0.02414893617021276,94,0.02,0.03,0.02,0,0.01,0,1,44,44,0,5,0
Brooks Raley,0.2745508982035928,167,0.18,0.16,0.37,0.19,0.41,0.25,17,11,38,6,13,82,0.6024096385542169,0.026071428571428575,84,0.04,0.02,0.03,0.09,0.02,0.02,13,5,18,1,9,38
Daniel Bard,0.2745360824742268,194,0.24,0.17,0.34,0.36,0,0,83,28,65,18,0,0,0.5922330097087378,0.03155339805825243,103,0.03,0.02,0.04,0.02,0,0,45,14,37,7,0,0
Hector Rondon,0.27444444444444444,180,0.19,0.13,0.44,0.26,0,0,94,18,64,4,0,0,0.5789473684210527,0.030842105263157896,95,0.04,0.02,0.02,0.03,0,0,51,9,34,1,0,0
Justin Verlander,0.2742857142857143,35,0.17,0,0.52,0.22,0,0,22,0,10,3,0,0,0.6190476190476191,0.043333333333333335,21,0.05,0,0.03,0.02,0,0,15,0,4,2,0,0
Trevor Rosenthal,0.2742857142857143,175,0.24,0.16,0.37,0.42,0,0,123,6,36,10,0,0,0.6067415730337079,0.03,91,0.03,0.03,0.03,0.03,0,0,60,5,20,6,0,0
Luis Castillo,0.27409005628517824,533,0.25,0.13,0.43,0.34,0,0,131,142,72,188,0,0,0.6104868913857678,0.02100746268656717,268,0.03,0.01,0.04,0.02,0,0,42,81,33,112,0,0
Pedro Baez,0.27406896551724136,145,0.24,0,0.31,0.29,0,0,59,0,32,54,0,0,0.4492753623188406,0.041428571428571426,70,0.04,0,0.05,0.04,0,0,30,0,10,30,0,0
Touki Toussaint,0.2739408866995074,203,0.21,0.14,0.31,0.27,0.38,0,63,13,22,56,49,0,0.5833333333333334,0.033666666666666664,120,0.04,0.02,0.04,0.03,0.03,0,41,8,11,28,32,0
Shawn Armstrong,0.2735245901639345,122,0.22,0,0.41,0,0,0.29,51,0,13,0,0,58,0.7192982456140351,0.031578947368421054,57,0.04,0,0.01,0,0,0.03,25,0,8,0,0,24
Luke Farrell,0.2734042553191489,47,0.17,0,0.35,0,0.32,0,18,0,17,0,12,0,0.6666666666666666,0.04703703703703704,27,0.06,0,0.03,0,0.05,0,10,0,9,0,8,0
Luke Weaver,0.2732900432900433,462,0.21,0,0,0.38,0.24,0.29,255,0,0,152,20,35,0.6008403361344538,0.036176470588235296,238,0.04,0,0,0.03,0.03,0.04,129,0,0,81,10,18
A.J. Minter,0.273265306122449,196,0.24,0,0,0.32,0,0.28,69,0,0,36,0,91,0.5903614457831325,0.03337349397590361,83,0.04,0,0,0.03,0,0.03,28,0,0,18,0,37
Nick Tropeano,0.27305555555555555,108,0.07,0.08,0.49,0.29,0,0,29,5,28,46,0,0,0.5606060606060606,0.03893939393939394,66,0.06,0.04,0.03,0.03,0,0,18,5,13,30,0,0
Ian Anderson,0.27295081967213114,244,0.21,0.17,0,0.31,0.37,0,110,4,0,88,42,0,0.6086956521739131,0.039197080291970804,137,0.05,0.06,0,0.03,0.03,0,57,4,0,57,19,0
Duane Underwood Jr.,0.2725165562913907,151,0.21,0.12,0.28,0.33,0.36,0,68,6,2,47,28,0,0.6627906976744186,0.0342528735632184,87,0.04,0.02,0.02,0.03,0.03,0,43,4,2,21,17,0
Nick Goody,0.2723853211009174,109,0.21,0,0.31,0,0,0,41,0,68,0,0,0,0.5818181818181818,0.04418181818181818,55,0.05,0,0.04,0,0,0,23,0,32,0,0,0
Tommy Kahnle,0.2722222222222222,9,0.05,0,0,0.3,0,0,1,0,0,8,0,0,0.6,0.038,5,0.03,0,0,0.04,0,0,1,0,0,4,0,0
Yoshihisa Hirano,0.2721551724137931,116,0.14,0,0.29,0.36,0,0,46,0,1,69,0,0,0.5555555555555556,0.037460317460317465,63,0.07,0,0,0.02,0,0,22,0,0,41,0,0
Jacob Webb,0.2718292682926829,82,0.17,0,0,0.41,0.3,0,44,0,0,31,7,0,0.5,0.036923076923076927,39,0.05,0,0,0.02,0.02,0,22,0,0,13,4,0
Lucas Giolito,0.27160849772382395,659,0.18,0,0.42,0.34,0.17,0,321,0,85,250,3,0,0.5961538461538461,0.03893890675241157,311,0.04,0,0.03,0.04,0.05,0,168,0,35,106,2,0
Anthony Misiewicz,0.2711842105263158,152,0.23,0,0,0,0.37,0.25,31,0,0,0,32,89,0.5542168674698795,0.014390243902439023,82,0.04,0,0,0,0.01,0.01,12,0,0,0,23,47
JoJo Romero,0.2710989010989011,91,0.2,0.17,0.39,0.35,0,0,16,31,20,24,0,0,0.723404255319149,0.02297872340425532,47,0.04,0.01,0.04,0.02,0,0,5,16,10,16,0,0
Michael Pineda,0.27075313807531376,239,0.12,0,0.47,0.24,0,0,117,0,93,29,0,0,0.6306306306306306,0.03765765765765766,111,0.05,0,0.03,0.02,0,0,51,0,43,17,0,0
Jorge Alcala,0.270655737704918,183,0.16,0,0.35,0.37,0,0,78,0,90,15,0,0,0.5376344086021505,0.038085106382978726,94,0.04,0,0.04,0.02,0,0,39,0,46,9,0,0
Jonathan Hernandez,0.27047846889952154,209,0.37,0.13,0.42,0.3,0,0,1,96,84,28,0,0,0.559322033898305,0.02533898305084746,118,0,0.02,0.03,0.03,0,0,0,55,48,15,0,0
Wade Miley,0.27,116,0.27,0.11,0,0.39,0.31,0.23,10,2,0,24,8,72,0.5671641791044776,0.024999999999999998,66,0.03,0.02,0,0.01,0.03,0.03,9,1,0,16,5,35
Yency Almonte,0.26995073891625615,203,0.13,0.12,0.36,0.35,0,0,72,6,97,28,0,0,0.6017699115044248,0.033539823008849556,113,0.04,0.02,0.03,0.03,0,0,43,3,56,11,0,0
Luis Garcia,0.269811320754717,159,0.19,0.12,0.44,0.41,0.47,0.34,60,32,19,37,3,8,0.5698924731182796,0.03271739130434782,92,0.04,0.02,0.03,0.03,0.04,0.03,37,15,17,17,3,3
Caleb Baragar,0.26976878612716765,173,0.27,0.36,0.25,0,0.28,0,134,1,17,0,21,0,0.632183908045977,0.046590909090909086,88,0.05,0,0.03,0,0.02,0,75,0,9,0,4,0
Tommy Doyle,0.2692307692307692,26,0.08,0.17,0.41,0,0,0,6,7,13,0,0,0,0.35294117647058826,0.041176470588235294,17,0.04,0.02,0.05,0,0,0,6,3,8,0,0,0
Sam Selman,0.2691836734693877,147,0.23,0,0.29,0,0,0,51,0,96,0,0,0,0.5365853658536586,0.033414634146341465,82,0.04,0,0.03,0,0,0,28,0,54,0,0,0
Rico Garcia,0.26882352941176474,85,0.24,0,0,0.38,0.17,0,57,0,0,21,7,0,0.5454545454545454,0.039999999999999994,44,0.04,0,0,0.04,0.04,0,36,0,0,4,4,0
Paul Fry,0.26857142857142857,154,0.18,0,0.4,0.18,0,0,90,0,62,2,0,0,0.5306122448979592,0.020918367346938773,98,0.03,0,0.01,0.02,0,0,53,0,44,1,0,0
Adonis Medina,0.26837837837837836,37,0.2,0.11,0.49,0.29,0.41,0,10,9,8,9,1,0,0.5555555555555556,0.03333333333333334,18,0.04,0.03,0.02,0.04,0.05,0,6,5,4,2,1,0
Michel Baez,0.2680434782608696,46,0.14,0,0,0.45,0,0,27,0,0,19,0,0,0.6521739130434783,0.03217391304347826,23,0.04,0,0,0.02,0,0,14,0,0,9,0,0
Jordan Montgomery,0.26798387096774196,372,0.16,0.17,0,0.33,0.43,0.2,70,92,0,117,68,25,0.5803108808290155,0.03880829015544041,193,0.04,0.02,0,0.04,0.06,0.05,32,56,0,58,42,5
Braxton Garrett,0.2678846153846154,52,0.16,0,0,0.31,0.43,0,29,0,0,5,18,0,0.47058823529411764,0.03676470588235294,34,0.05,0,0,0.02,0.02,0,19,0,0,3,12,0
Blake Taylor,0.2678082191780822,146,0.24,0,0.34,0.4,0,0,106,0,39,1,0,0,0.5116279069767442,0.026976744186046505,86,0.03,0,0.02,0.01,0,0,61,0,24,1,0,0
Griffin Canning,0.26772833723653394,427,0.18,0,0.29,0.25,0.4,0,161,0,81,81,104,0,0.5537190082644629,0.04151260504201681,238,0.05,0,0.04,0.04,0.03,0,97,0,40,40,61,0
Chad Green,0.26759090909090905,220,0.24,0.18,0,0,0.37,0,166,5,0,0,49,0,0.673469387755102,0.034693877551020415,98,0.04,0.04,0,0,0.02,0,70,2,0,0,26,0
