player_name,pitch_type,p_throws,stand,whiff_rate,exp_whiff_rate,mph,rpm,n,diff
Adrian Houser,CH,R,L,0.08536585365853659,0.19,84.93414634146342,1528.0731707317073,1,0.10463414634146341
Adrian Houser,CU,R,L,0.0875,0.15,80.54375,2018.525,1,0.0625
Adrian Houser,FF,R,L,0.17692307692307693,0.09,93.79538461538462,2174.876923076923,1,-0.08692307692307694
Adrian Houser,SI,R,L,0.07518796992481203,0.06,93.32706766917293,2084.6992481203006,1,-0.015187969924812028
Adrian Houser,SI,R,R,0.17045454545454544,0.08,92.9971590909091,2062.721590909091,1,-0.09045454545454544
Adrian Houser,SL,R,R,0.125,0.21,85.9484375,2261.40625,1,0.08499999999999999
Adrian Morejon,FF,L,L,0.0784313725490196,0.1,96.8843137254902,2406.0588235294117,1,0.0215686274509804
Adrian Morejon,FF,L,R,0.08163265306122448,0.14,96.48877551020408,2403.877551020408,1,0.05836734693877553
Alec Mills,CH,R,L,0.16455696202531644,0.15,80.75949367088607,1708.3544303797469,1,-0.01455696202531645
Alec Mills,CU,R,L,0.07446808510638298,0.03,66.83191489361703,2367.5106382978724,1,-0.044468085106382976
Alec Mills,FF,R,L,0.07317073170731707,0.07,89.56747967479674,2172.8617886178863,1,-0.003170731707317062
Alec Mills,FF,R,R,0.05194805194805195,0.07,90.12857142857143,2196.5324675324673,1,0.018051948051948055
Alec Mills,SI,R,L,0.02727272727272727,0.05,89.93181818181819,2203.0272727272727,1,0.02272727272727273
Alec Mills,SI,R,R,0.058823529411764705,0.08,90.1327731092437,2194.5378151260506,1,0.021176470588235297
Alec Mills,SL,R,R,0.21153846153846154,0.16,77.93076923076923,2579.596153846154,1,-0.05153846153846153
Alex Claudio,CH,L,R,0.14457831325301204,0.24,72.7277108433735,2072.9518072289156,1,0.09542168674698795
Alex Cobb,CH,R,L,0.2619047619047619,0.19,87.03095238095239,1641.3809523809523,1,-0.07190476190476192
Alex Cobb,CH,R,R,0.31868131868131866,0.24,86.83296703296703,1600.0549450549452,1,-0.07868131868131867
Alex Cobb,CU,R,R,0.07936507936507936,0.15,81.76666666666667,2590.5555555555557,1,0.07063492063492063
Alex Cobb,SI,R,L,0.041666666666666664,0.07,92.41583333333334,2094.6,1,0.028333333333333342
Alex Cobb,SI,R,R,0.016129032258064516,0.07,92.51236559139785,2090.7526881720432,1,0.05387096774193549
Alex Colome,FC,R,L,0.2642857142857143,0.19,89.10928571428572,2139.0285714285715,1,-0.07428571428571429
Alex Colome,FC,R,R,0.16216216216216217,0.2,89.78918918918919,2163.0135135135133,1,0.03783783783783784
Alex Reyes,FF,R,L,0.09375,0.14,97.4265625,2529.328125,1,0.04625000000000001
Alex Reyes,FF,R,R,0.15217391304347827,0.15,97.5891304347826,2557.228260869565,1,-0.002173913043478276
Alex Reyes,SL,R,R,0.23076923076923078,0.23,87.00769230769231,2744.4615384615386,1,-7.69230769230772e-4
Alex Wood,SI,L,R,0.12121212121212122,0.09,91.05151515151515,2207.787878787879,1,-0.03121212121212122
Alex Young,CH,L,R,0.17829457364341086,0.2,85.1984496124031,1737.4961240310076,1,0.021705426356589147
Alex Young,CU,L,L,0.23076923076923078,0.2,82.12692307692308,2432.8653846153848,1,-0.03076923076923077
Alex Young,CU,L,R,0.19491525423728814,0.2,81.44322033898305,2376.576271186441,1,0.0050847457627118675
Alex Young,FC,L,L,0.1643835616438356,0.15,86.55753424657534,2443.4109589041095,1,-0.014383561643835613
Alex Young,FC,L,R,0.17543859649122806,0.12,86.63684210526316,2453.4561403508774,1,-0.055438596491228065
Alex Young,FF,L,R,0.060240963855421686,0.09,91.35301204819277,2298.8313253012047,1,0.02975903614457831
Alex Young,SI,L,R,0.06896551724137931,0.07,90.20344827586207,2362.689655172414,1,0.0010344827586206973
Amir Garrett,FF,L,R,0.07936507936507936,0.11,94.83492063492064,2216.0158730158732,1,0.03063492063492064
Amir Garrett,SL,L,L,0.32857142857142857,0.17,85.42999999999999,1867.4714285714285,1,-0.15857142857142856
Amir Garrett,SL,L,R,0.26666666666666666,0.22,84.66533333333334,1824.92,1,-0.04666666666666666
Andrew Heaney,CH,L,R,0.2230769230769231,0.2,83.01461538461538,2007.0307692307692,1,-0.023076923076923078
Andrew Heaney,CU,L,L,0.22131147540983606,0.15,79.27049180327869,2548.1639344262294,1,-0.07131147540983607
Andrew Heaney,CU,L,R,0.13513513513513514,0.14,79.2045045045045,2551.891891891892,1,0.004864864864864871
Andrew Heaney,FF,L,L,0.07142857142857142,0.08,91.63928571428572,2431.8035714285716,1,0.008571428571428577
Andrew Heaney,FF,L,R,0.14206128133704735,0.13,91.4824512534819,2437.8050139275765,1,-0.012061281337047342
Andrew Miller,SL,L,L,0.2033898305084746,0.17,79.89830508474576,2591.7966101694915,1,-0.03338983050847458
Anibal Sanchez,CH,R,L,0.23529411764705882,0.19,79.09176470588235,1510.164705882353,1,-0.04529411764705882
Anibal Sanchez,CH,R,R,0.21100917431192662,0.22,80.40733944954128,1485.7155963302753,1,0.008990825688073384
Anibal Sanchez,FC,R,L,0.10144927536231885,0.09,87.41884057971015,2138.4927536231885,1,-0.01144927536231885
Anibal Sanchez,FC,R,R,0.09183673469387756,0.15,87.27857142857142,2213.3367346938776,1,0.05816326530612244
Anibal Sanchez,FF,R,L,0.0625,0.07,89.21171875,2146.609375,1,0.007500000000000007
Anibal Sanchez,FF,R,R,0.06451612903225806,0.08,89.21505376344086,2159.3010752688174,1,0.015483870967741939
Anthony Bass,SI,R,L,0.05172413793103448,0.08,94.29827586206896,2013.3103448275863,1,0.02827586206896552
Anthony Bass,SI,R,R,0.038834951456310676,0.07,94.87281553398059,2041.7669902912621,1,0.03116504854368933
Anthony Bass,SL,R,R,0.3103448275862069,0.23,86.36551724137931,2287.9885057471265,1,-0.0803448275862069
Anthony DeSclafani,FF,R,L,0.08256880733944955,0.13,94.85963302752293,2221.9908256880735,1,0.04743119266055046
Anthony DeSclafani,SI,R,R,0.05,0.08,94.85,2049.65,1,0.03
Anthony DeSclafani,SL,R,L,0.2077922077922078,0.19,85.62337662337663,2188.805194805195,1,-0.017792207792207804
Anthony DeSclafani,SL,R,R,0.19753086419753085,0.22,86.28271604938271,2257.3086419753085,1,0.022469135802469148
Anthony Kay,CH,L,R,0.08333333333333333,0.18,86.2,1768.0333333333333,1,0.09666666666666666
Anthony Kay,CU,L,L,0.078125,0.1,77.8765625,2543.515625,1,0.021875000000000006
Anthony Kay,FF,L,L,0.10344827586206896,0.13,93.89310344827587,2390.6206896551726,1,0.02655172413793104
Anthony Kay,FF,L,R,0.1559633027522936,0.12,93.46330275229357,2353.422018348624,1,-0.03596330275229359
Anthony Misiewicz,FC,L,L,0.17142857142857143,0.15,90.20714285714286,2438.042857142857,1,-0.021428571428571436
Anthony Misiewicz,FC,L,R,0.21428571428571427,0.14,89.73142857142857,2486.157142857143,1,-0.07428571428571426
Antonio Senzatela,CH,R,L,0.034482758620689655,0.16,86.5551724137931,2145.862068965517,1,0.12551724137931036
Antonio Senzatela,FF,R,L,0.06542056074766354,0.07,94.11028037383177,2141.707165109034,1,0.004579439252336462
Antonio Senzatela,FF,R,R,0.05714285714285714,0.09,94.71371428571429,2144.4342857142856,1,0.032857142857142856
Antonio Senzatela,SL,R,L,0.25,0.2,86.62391304347825,2235.2934782608695,1,-0.04999999999999999
Antonio Senzatela,SL,R,R,0.152,0.19,86.2864,2126.12,1,0.038000000000000006
Archie Bradley,FF,R,L,0.12162162162162163,0.1,94.0608108108108,2194.5675675675675,1,-0.021621621621621623
Archie Bradley,FF,R,R,0.07142857142857142,0.09,94.32142857142857,2257.464285714286,1,0.018571428571428572
Aroldis Chapman,FF,L,R,0.2441860465116279,0.17,97.96976744186047,2439.4186046511627,1,-0.07418604651162788
Asher Wojciechowski,CU,R,L,0.13846153846153847,0.11,77.94923076923077,2367.8153846153846,1,-0.02846153846153847
Asher Wojciechowski,CU,R,R,0.12345679012345678,0.15,78.26296296296296,2379.395061728395,1,0.02654320987654321
Asher Wojciechowski,FF,R,L,0.10416666666666667,0.09,90.65555555555555,2150.2986111111113,1,-0.014166666666666675
Asher Wojciechowski,FF,R,R,0.16363636363636364,0.12,91.16454545454546,2140.4545454545455,1,-0.04363636363636364
Asher Wojciechowski,SL,R,L,0.16393442622950818,0.17,85.55573770491803,2280.032786885246,1,0.006065573770491828
Asher Wojciechowski,SL,R,R,0.16666666666666666,0.2,85.675,2287.2,1,0.033333333333333354
Austin Brice,CU,R,R,0.1125,0.17,82.01625,2692.175,1,0.05750000000000001
Austin Brice,FF,R,R,0.25,0.08,93.94166666666666,2270.8611111111113,1,-0.16999999999999998
Austin Gomber,CU,L,R,0.08235294117647059,0.14,76.29882352941176,2477.329411764706,1,0.057647058823529426
Austin Gomber,FF,L,L,0.01639344262295082,0.09,92.37868852459016,2175.4590163934427,1,0.07360655737704917
Austin Gomber,FF,L,R,0.11764705882352941,0.09,92.47294117647058,2143.9529411764706,1,-0.027647058823529413
Austin Voth,CU,R,L,0.08247422680412371,0.11,77.98350515463918,2802.5154639175257,1,0.02752577319587629
Austin Voth,CU,R,R,0.18518518518518517,0.15,78.64444444444445,2816.740740740741,1,-0.03518518518518518
Austin Voth,FC,R,R,0.19298245614035087,0.13,86.48421052631579,2513.8947368421054,1,-0.06298245614035086
Austin Voth,FF,R,L,0.07035175879396985,0.09,91.77386934673366,2224,1,0.019648241206030148
Austin Voth,FF,R,R,0.10887096774193548,0.11,92.15080645161291,2260.048387096774,1,0.0011290322580645162
Blake Parker,CH,R,L,0.15151515151515152,0.25,79.88030303030303,979.1060606060606,1,0.09848484848484848
Blake Parker,CH,R,R,0.2692307692307692,0.26,80.30192307692307,905.6346153846154,1,-0.009230769230769209
Blake Parker,FF,R,L,0.03508771929824561,0.06,90.49122807017544,1992.8947368421052,1,0.024912280701754386
Blake Parker,FF,R,R,0.10526315789473684,0.09,90.65438596491228,2005.2105263157894,1,-0.01526315789473684
Blake Snell,CH,L,R,0.15555555555555556,0.21,88.06592592592592,1742.5185185185185,1,0.054444444444444434
Blake Snell,CU,L,R,0.3211009174311927,0.17,80.41376146788991,2417.8440366972477,1,-0.15110091743119267
Blake Snell,FF,L,L,0.19607843137254902,0.13,95.07058823529412,2404.656862745098,1,-0.06607843137254901
Blake Snell,FF,L,R,0.09302325581395349,0.13,95.06589147286822,2409.251937984496,1,0.03697674418604652
Blake Snell,SL,L,R,0.25925925925925924,0.23,87.79074074074074,2472.703703703704,1,-0.029259259259259235
Blake Taylor,FF,L,L,0.14634146341463414,0.17,93.5170731707317,2285.8658536585367,1,0.023658536585365875
Blake Taylor,FF,L,R,0.04225352112676056,0.12,93.93450704225351,2280.0704225352115,1,0.07774647887323943
Blake Treinen,SI,R,R,0.06818181818181818,0.1,96.79772727272727,2266.121212121212,1,0.03181818181818183
Blake Treinen,SL,R,R,0.24193548387096775,0.22,88.49677419354839,2566.2741935483873,1,-0.021935483870967748
Brad Boxberger,FF,R,L,0.08955223880597014,0.1,92.42835820895523,2483.3432835820895,1,0.010447761194029861
Brad Boxberger,FF,R,R,0.14814814814814814,0.13,92.56203703703704,2484.462962962963,1,-0.018148148148148135
Brad Brach,FC,R,R,0.09615384615384616,0.1,87.19038461538462,2366.7884615384614,1,0.0038461538461538464
Brad Hand,FF,L,R,0.05813953488372093,0.09,91.44651162790697,2446.360465116279,1,0.03186046511627907
Brad Hand,SL,L,R,0.14,0.15,79.50466666666667,2391.1,1,0.009999999999999981
Brad Keller,FF,R,L,0.047619047619047616,0.06,92.91619047619048,2345.052380952381,1,0.012380952380952381
Brad Keller,FF,R,R,0.08196721311475409,0.11,92.53770491803279,2376.2622950819673,1,0.02803278688524591
Brad Keller,SI,R,L,0.03125,0.06,92.83125,2227.953125,1,0.028749999999999998
Brad Keller,SI,R,R,0.09411764705882353,0.09,92.08941176470589,2187.7294117647057,1,-0.0041176470588235314
Brad Keller,SL,R,L,0.15625,0.2,84.441875,2588.14375,1,0.04375000000000001
Brad Keller,SL,R,R,0.20408163265306123,0.21,84.76020408163265,2593.418367346939,1,0.005918367346938763
Brady Singer,SI,R,L,0.07973421926910298,0.08,93.3611295681063,2249.843853820598,1,2.657807308970167e-4
Brady Singer,SI,R,R,0.07207207207207207,0.07,93.26576576576576,2230.5405405405404,1,-0.002072072072072065
Brady Singer,SL,R,L,0.14893617021276595,0.15,83.0968085106383,2392.6329787234044,1,0.001063829787234044
Brady Singer,SL,R,R,0.22962962962962963,0.22,83.16074074074074,2391.8814814814814,1,-0.009629629629629627
Brandon Bielak,CH,R,L,0.29850746268656714,0.2,86.37611940298507,1861.7761194029852,1,-0.09850746268656713
Brandon Bielak,FF,R,L,0.06164383561643835,0.09,93.2095890410959,2337.801369863014,1,0.028356164383561644
Brandon Bielak,FF,R,R,0.04,0.09,93.221,2309.98,1,0.049999999999999996
Brandon Kintzler,SI,R,L,0.056818181818181816,0.05,90.95113636363637,1932.6136363636363,1,-0.0068181818181818135
Brandon Kintzler,SI,R,R,0.0625,0.07,91.54375,1945.232142857143,1,0.007500000000000007
Brandon Woodruff,CH,R,L,0.18120805369127516,0.19,86.71275167785235,1806.4026845637584,1,0.008791946308724846
Brandon Woodruff,FF,R,L,0.20930232558139536,0.14,96.49767441860465,2457.5906976744186,1,-0.06930232558139535
Brandon Woodruff,FF,R,R,0.1891891891891892,0.15,96.69662162162162,2458.5135135135133,1,-0.039189189189189205
Brandon Woodruff,SI,R,L,0.10582010582010581,0.09,96.31957671957672,2363.941798941799,1,-0.015820105820105818
Brandon Woodruff,SI,R,R,0.043859649122807015,0.08,96.22543859649123,2365.7894736842104,1,0.03614035087719299
Brandon Woodruff,SL,R,R,0.23595505617977527,0.24,88.27865168539326,2518.8314606741574,1,0.004044943820224717
Brandon Workman,CU,R,L,0.1388888888888889,0.14,79.29305555555555,2572.375,1,0.0011111111111111183
Brandon Workman,CU,R,R,0.10909090909090909,0.15,79.09454545454545,2590.9636363636364,1,0.04090909090909091
Brandon Workman,FC,R,L,0.18867924528301888,0.15,87.56603773584905,2133.735849056604,1,-0.03867924528301889
Brandon Workman,FC,R,R,0.09259259259259259,0.16,87.46296296296296,2165.777777777778,1,0.06740740740740742
Brandon Workman,FF,R,L,0.15384615384615385,0.08,92.4673076923077,2121.076923076923,1,-0.07384615384615385
Brent Suter,CH,L,R,0.1724137931034483,0.18,81.00689655172414,1593.7413793103449,1,0.007586206896551706
Brent Suter,FF,L,L,0.1797752808988764,0.08,85.31460674157303,2151.179775280899,1,-0.0997752808988764
Brent Suter,FF,L,R,0.20398009950248755,0.05,85.3502487562189,2158.054726368159,1,-0.15398009950248753
Brett Anderson,CH,L,R,0.128,0.21,82.708,1624.88,1,0.08199999999999999
Brett Anderson,CU,L,R,0.14545454545454545,0.14,76.07090909090908,2496.672727272727,1,-0.005454545454545434
Brett Anderson,FC,L,R,0.04225352112676056,0.1,87.15492957746478,2197.3521126760565,1,0.05774647887323944
Brett Anderson,SI,L,L,0.01639344262295082,0.08,89.80327868852459,1990.639344262295,1,0.06360655737704918
Brett Anderson,SI,L,R,0.08092485549132948,0.07,89.65086705202312,1938.5028901734104,1,-0.010924855491329474
Brett Anderson,SL,L,R,0.25925925925925924,0.19,82.59444444444445,2481.722222222222,1,-0.06925925925925924
Brooks Raley,FC,L,R,0.1125,0.16,86.94,2492.725,1,0.0475
Brooks Raley,SL,L,L,0.2549019607843137,0.25,82.30588235294118,2830.450980392157,1,-0.004901960784313708
Brusdar Graterol,SI,R,R,0.010526315789473684,0.1,99.2421052631579,1966.6526315789474,1,0.08947368421052632
Brusdar Graterol,SL,R,R,0.2037037037037037,0.23,88.83333333333333,2473.1296296296296,1,0.026296296296296318
Bryan Garcia,SI,R,L,0.0975609756097561,0.1,94.31341463414634,2166.451219512195,1,0.0024390243902439046
Bryan Garcia,SI,R,R,0.04411764705882353,0.08,94.39411764705882,2200.5,1,0.03588235294117647
Bryse Wilson,FF,R,R,0.11235955056179775,0.12,94.14606741573034,2184.561797752809,1,0.007640449438202246
Buck Farmer,CH,R,L,0.171875,0.2,87.30625,1673.015625,1,0.02812500000000001
Buck Farmer,FF,R,L,0.03260869565217391,0.09,93.13152173913043,2278.217391304348,1,0.057391304347826085
Burch Smith,FF,R,R,0.1568627450980392,0.14,94.31372549019608,2447.901960784314,1,-0.0168627450980392
Cal Quantrill,SI,R,L,0.13725490196078433,0.08,94.8313725490196,2154.401960784314,1,-0.057254901960784324
Cal Quantrill,SI,R,R,0.02912621359223301,0.07,94.84368932038835,2154.4757281553398,1,0.040873786407766996
Cal Quantrill,SL,R,L,0.12727272727272726,0.16,85.85454545454546,2433.327272727273,1,0.032727272727272744
Cal Quantrill,SL,R,R,0.1728395061728395,0.22,86.27283950617284,2459.6913580246915,1,0.047160493827160505
Caleb Baragar,FF,L,L,0.12727272727272726,0.15,93.75818181818182,2507.2727272727275,1,0.022727272727272735
Caleb Baragar,FF,L,R,0.12582781456953643,0.16,93.94900662251655,2498.933774834437,1,0.034172185430463575
Caleb Ferguson,FF,L,L,0.19607843137254902,0.13,95.40588235294118,2226.392156862745,1,-0.06607843137254901
Caleb Ferguson,FF,L,R,0.17197452229299362,0.15,95.45732484076433,2287.8980891719743,1,-0.021974522292993626
Caleb Smith,FF,L,R,0.10891089108910891,0.1,91.95148514851485,2503.792079207921,1,-0.008910891089108905
Caleb Thielbar,CU,L,R,0.13513513513513514,0.05,68.82837837837837,2563.9324324324325,1,-0.08513513513513514
Caleb Thielbar,FF,L,L,0.21428571428571427,0.13,89.35535714285714,2383.6964285714284,1,-0.08428571428571427
Caleb Thielbar,FF,L,R,0.1487603305785124,0.11,90.01900826446281,2429.5123966942147,1,-0.0387603305785124
Cam Bedrosian,FF,R,L,0.058823529411764705,0.1,92.13333333333334,2381.705882352941,1,0.0411764705882353
Cam Bedrosian,FF,R,R,0.08928571428571429,0.11,92.26071428571429,2335.910714285714,1,0.020714285714285713
Cam Hill,FF,R,L,0.08823529411764706,0.08,92.25147058823529,2281.235294117647,1,-0.008235294117647063
Cam Hill,SL,R,R,0.1686746987951807,0.19,83.72168674698796,2640.1927710843374,1,0.02132530120481929
Carlos Carrasco,CH,R,L,0.22043010752688172,0.18,87.79301075268818,1371.532258064516,1,-0.040430107526881726
Carlos Carrasco,CH,R,R,0.23809523809523808,0.21,87.63492063492063,1407.5555555555557,1,-0.02809523809523809
Carlos Carrasco,FF,R,L,0.15053763440860216,0.11,93.8252688172043,2481.1451612903224,1,-0.040537634408602155
Carlos Carrasco,FF,R,R,0.0945945945945946,0.1,93.69391891891892,2465.222972972973,1,0.005405405405405406
Carlos Carrasco,SL,R,L,0.11594202898550725,0.19,84.92753623188406,2826.9710144927535,1,0.07405797101449275
Carlos Carrasco,SL,R,R,0.25136612021857924,0.23,86.1863387978142,2806.726775956284,1,-0.021366120218579226
Carlos Estevez,FF,R,L,0.14736842105263157,0.13,96.78736842105263,2166.073684210526,1,-0.01736842105263156
Carlos Estevez,FF,R,R,0.13709677419354838,0.13,97.02258064516128,2176.935483870968,1,-0.007096774193548372
Carlos Estevez,SL,R,R,0.11940298507462686,0.22,86.83582089552239,2313.1641791044776,1,0.10059701492537314
Carlos Martinez,FF,R,L,0.06896551724137931,0.09,92.88448275862069,2138.689655172414,1,0.021034482758620687
Carlos Martinez,SL,R,R,0.13793103448275862,0.19,82.6655172413793,2197.5862068965516,1,0.05206896551724138
Carson Fulmer,FF,R,L,0.11320754716981132,0.1,92.48490566037736,2221.0943396226417,1,-0.013207547169811318
Casey Mize,CH,R,L,0.18867924528301888,0.2,85.92830188679245,1294.3207547169811,1,0.01132075471698113
Casey Mize,FF,R,L,0.10810810810810811,0.1,93.65405405405406,2244.6216216216217,1,-0.008108108108108109
Casey Mize,SI,R,L,0.04054054054054054,0.06,93.46621621621621,2177.391891891892,1,0.019459459459459455
Casey Mize,SL,R,R,0.21153846153846154,0.23,88.55961538461538,2292.576923076923,1,0.018461538461538474
Casey Sadler,CU,R,L,0.19642857142857142,0.18,80.61785714285715,2921.714285714286,1,-0.01642857142857143
Casey Sadler,CU,R,R,0.15789473684210525,0.2,80.66315789473684,2934.3508771929824,1,0.04210526315789476
Casey Sadler,SI,R,R,0.10606060606060606,0.07,93.0469696969697,2447.3636363636365,1,-0.03606060606060606
Cesar Valdez,CH,R,R,0.24675324675324675,0.25,77.85584415584415,1761.155844155844,1,0.003246753246753248
Chad Green,CU,R,R,0.19696969696969696,0.15,84.59545454545454,2532.242424242424,1,-0.04696969696969697
Chad Green,FF,R,L,0.18055555555555555,0.13,95.36458333333333,2475.659722222222,1,-0.05055555555555555
Chad Green,FF,R,R,0.17829457364341086,0.14,95.55038759689923,2464.7131782945735,1,-0.03829457364341085
Chad Kuhl,CU,R,L,0.11940298507462686,0.15,81.12388059701493,2749.9402985074626,1,0.03059701492537313
Chad Kuhl,CU,R,R,0.1694915254237288,0.17,81.43559322033899,2805.898305084746,1,5.084745762712062e-4
Chad Kuhl,SI,R,L,0.03636363636363636,0.08,93.84424242424242,1994.2,1,0.04363636363636364
Chad Kuhl,SI,R,R,0.027777777777777776,0.07,93.96296296296296,2030.0462962962963,1,0.04222222222222223
Chad Kuhl,SL,R,L,0.24390243902439024,0.19,87.95284552845528,2507.0569105691056,1,-0.053902439024390236
Chad Kuhl,SL,R,R,0.18095238095238095,0.22,87.58571428571429,2536.0761904761903,1,0.03904761904761905
Charlie Morton,CU,R,L,0.19540229885057472,0.13,78.1264367816092,2893.402298850575,1,-0.06540229885057472
Charlie Morton,CU,R,R,0.18478260869565216,0.19,78.08804347826087,2879.032608695652,1,0.00521739130434784
Charlie Morton,FF,R,L,0.16153846153846155,0.11,93.52923076923076,2347.7153846153847,1,-0.05153846153846155
Charlie Morton,FF,R,R,0.0547945205479452,0.1,93.24520547945205,2345.2602739726026,1,0.0452054794520548
Charlie Morton,SI,R,R,0.07446808510638298,0.08,92.98191489361702,2156.8617021276596,1,0.0055319148936170265
Chase Anderson,CH,R,L,0.2191780821917808,0.19,82.14109589041095,2249.054794520548,1,-0.029178082191780808
Chase Anderson,CU,R,R,0.13333333333333333,0.11,77.075,2088.85,1,-0.02333333333333333
Chase Anderson,FC,R,R,0.14473684210526316,0.17,86.79473684210527,2477.7763157894738,1,0.02526315789473685
